month_key,project_id,company_key,client_key,region_key,fx_rate,progress_pct,earned_revenue_pln,invoiced_revenue_pln,cash_received_pln,direct_material_cost_pln,direct_labor_cost_pln,subcontractor_cost_pln,equipment_cost_pln,other_direct_cost_pln,overhead_allocated_pln,fx_gain_loss_pln,total_cost_pln,wip_pln,eac_cost_pln,eac_margin_pct,dso_days,invoice_count,purchase_orders_count,headcount,labor_hours,safety_incidents,claim_risk_score
202505,P013,1,2,2,1.0,80.88424873725272,21798851.392639365,21405098.290952027,17443569.503563084,2299761.1295514526,1358909.2394620408,5415462.890491688,1803770.895419132,895197.4394582511,156708.84232508126,0.0,11929810.436707646,10155622.873748705,108880106.9096522,0.2333058838055415,53.92694822733795,31,5,29,4108,0,68.06153081272974
202506,P013,1,2,2,1.0,89.22694673621692,11847669.50541949,12026006.46941242,16311659.920349784,1553162.4276971042,1405110.4159223775,5695208.58110964,1399327.3844895824,755513.1867340546,165325.53654704115,0.0,10973647.5324998,9977285.90975578,109447754.15580028,0.229308718335665,54.23843358529653,15,4,8,1280,0,37.88831219044506
202507,P013,1,2,2,1.0,93.97318495609116,6740248.997391745,6581456.333268262,19206656.41797517,1011513.0796785712,1052978.630537683,4753870.716808019,1136883.697361489,712204.2640339584,162028.38253209178,0.0,8829478.770951813,10136078.573879272,112357162.91088468,0.2088217199533176,60.46886510373471,7,4,29,4846,1,83.69755303135975
202508,P013,1,2,2,1.0,97.80798268361146,5445890.058759763,4952549.3460546825,11621798.6479622,622345.7568894282,889219.3731470361,4904016.580726146,691962.8118170457,586106.7560130926,167167.75662091034,0.0,7860819.035213659,10629419.286584333,115434768.37950017,0.187150341482746,59.09311764229032,11,5,46,7189,0,23.10601101148523
202509,P013,1,2,2,1.0,97.80798268361146,0.0,0.0,5676541.685737089,285831.17435285664,630503.1894963062,3945813.826657157,373536.8513172576,462039.8032654425,156659.46275655815,0.0,5854384.3078455785,10629419.286584333,121289152.68734571,0.1459258962634654,53.970110156942845,1,3,29,4854,0,42.16735994314031
202510,P013,1,2,2,1.0,100.0,3112937.4116086285,7558539.786513519,5076736.70905914,133439.61456775328,372081.6636459949,3080538.1286886847,211179.7448794538,391233.485412306,165564.39233336525,0.0,4354037.029527558,6183816.911679447,122909046.29889756,0.1345191945611208,48.74924690629073,13,6,32,5029,0,47.28917270016204
202305,P014,1,6,3,4.283012399689017,3.585356308239,13434112.687668342,0.0,0.0,1409108.2047172526,712288.2847631482,1419496.5230839378,507370.3830526244,26096.65124713997,1476424.5111087416,-23355.2181891064,5527429.339783738,13434112.687668342,315191170.68812346,0.1588036527598629,28.33518650938981,5,6,14,2441,0,20.475840581340368
202306,P014,1,6,3,4.251581778865149,3.585356308239,0.0,13313031.220331594,0.0,2216869.9630128774,1291617.2397063784,2218815.051208312,1604307.1518395157,41333.14945537859,1425423.9214656723,-50979.20820072278,8747387.26848741,121081.4673367478,323938557.95661086,0.1354582328926695,42.58131223429548,23,8,14,2205,0,19.28658975540708
202307,P014,1,6,3,4.238562264723845,7.435494052915235,14426232.674885912,0.0,13597501.744362716,3289121.6660561217,2283764.1391407205,4011301.617158457,3500430.726420288,59299.816798297084,1455232.5263539476,-93689.9426672122,14505460.549260622,14547314.142222658,325499029.844401,0.1312935754591691,22.85436439000533,5,11,13,2144,0,0.0
202308,P014,1,6,3,4.264490145614602,13.672556989872994,23369896.638341248,14291697.55035706,0.0,4433644.747794564,3463945.063572897,6828786.090298464,5959626.750152976,83036.08356435898,1431779.4423402844,-114470.1697874286,22086348.00793612,23625513.230206847,326717274.70018053,0.1280422688934156,17.706975153693527,12,16,14,2232,1,18.189291068293155
202309,P014,1,6,3,4.321371510284843,23.64465158068716,37364833.770422354,21865951.28217224,15001734.272051465,5094823.134881253,5842707.580216473,8702087.769464413,8838647.91907537,112830.23484039128,1452923.177862848,-59426.72613977202,29984593.090200976,39124395.71845697,323599686.5215499,0.1363626281926234,25.66151624161214,37,11,8,1134,0,19.296796092399628
202310,P014,1,6,3,4.282152162840722,41.54909879527992,67086878.07081264,34194903.57584544,21025469.515148308,4708544.769672428,6459122.6610942455,13635670.999179786,12416569.546724329,109823.2387949901,1474437.9258259735,-153089.2723970348,38651079.86889472,72016370.21342415,303628379.2304828,0.1896629497282132,30.72626867603931,41,12,21,3393,0,51.41404310697804
202311,P014,1,6,3,4.248681607138568,60.139570672623975,69657370.8848022,63019891.48308703,32040499.848499466,3843808.340634344,6539761.391136624,16162161.297462352,12994012.730073234,131734.9943653337,1394047.238578722,-235902.0298137837,40829623.96243683,78653849.61513934,284691981.9485035,0.2402012569679511,15.0,53,11,28,4409,0,38.24184960286623
202312,P014,1,6,3,4.256024326766328,75.37422727279379,57083334.52223478,68405515.08376391,61395199.37145794,2800554.3545274893,7797853.02042362,17349163.974314816,12576725.889757048,132719.10363846077,1490400.1054138737,-222363.3699609108,41925053.0781144,67331669.0536102,278476952.75815165,0.2567882059027862,37.14469539794025,50,7,36,5669,0,55.24734468359497
202401,P014,1,6,3,4.242101513668179,90.8053127339698,57819341.55389389,52335009.75376315,68064197.60324438,1587249.3337354432,6794614.685263925,17669957.675191056,9095107.478916634,112939.40548901857,1466788.3533994327,-240119.7454496552,36486537.18654586,72816000.85374093,267133150.45123023,0.2870630547939011,25.40219286349929,54,9,37,5919,0,47.1239248581908
202402,P014,1,6,3,4.147741963970815,92.54388295847524,6514317.212423114,54662728.15579527,52579139.33877298,921491.824797305,4742433.083175181,17384578.1977611,6027788.727020867,118140.55714742708,1442804.9962578395,-406112.4505346902,30231124.935625035,24667589.91036874,291996242.9506953,0.2207073172712328,24.22200707720696,75,4,37,6424,0,62.31357423975434
202403,P014,1,6,3,4.110604585257383,93.87546644207092,4989362.572014178,6119611.780902944,52122618.611103706,437869.0624833189,3395958.132994555,15594713.653165571,3276148.303322243,79407.35882035203,1450967.7703517915,-416980.7911948711,23818083.489942964,23537340.70147997,311702911.65241486,0.168113275084179,32.684825870892475,12,6,45,6348,0,62.45309912682893
202404,P014,1,6,3,4.041771404291128,100.0,22948255.87837804,15265486.69928623,5962582.886123333,182319.38448033863,2520777.6074328315,11228575.026543103,1418376.2460533178,62978.75435083254,1440386.597979718,-377650.0672913895,16475763.549548753,31220109.880571783,309268484.3267774,0.174610384027545,45.08503783509399,15,4,22,3355,0,29.65382005004155
202311,P015,1,6,1,1.0,1.1192269852083043,4240836.577864856,0.0,0.0,1331266.000851357,471404.27217329625,209447.13762695243,56647.05791567133,137749.27830396366,95087.62423015236,0.0,2301601.371101393,4240836.577864856,331065892.4904793,0.1262622976526685,67.62073109827979,4,6,16,2730,0,69.16477763089605
202312,P015,1,6,1,1.0,2.164489262706061,3960578.6479940894,3978424.472186769,0.0,1772626.110738943,603594.1138486952,261017.54252800063,73554.68885200385,143955.47436416987,88412.05760152098,0.0,2943159.987933333,4222990.753672177,331102593.2366767,0.1261654383071899,61.36548996864372,9,5,16,2398,0,67.53233403872787
202401,P015,1,6,1,1.0,3.58437746263929,5380064.896875974,3933885.643520172,0.0,2055320.4493392536,782227.5963164481,323185.4827158278,111377.28990707349,169594.11806600692,95755.43438534671,0.0,3537460.370729957,5669170.007027978,330672436.8640694,0.1273006921922236,68.4426108572303,8,8,14,2157,0,56.65827982376964
202402,P015,1,6,1,1.0,4.306154873724333,2734869.768562956,5163950.053959541,4143714.8532631975,2439831.6978850863,966772.3471391218,416517.3694264201,145459.3718478456,207668.64261932363,93153.08581338495,0.0,4269402.514731182,3240089.721631393,332916365.77260333,0.1213785922923386,62.25688226076574,7,6,21,3551,0,73.23654372915033
202403,P015,1,6,1,1.0,4.306154873724333,0.0,2558969.040689852,4136029.494065072,2872697.5297724013,1138648.539417908,476166.84405158507,186015.3681591136,244580.5852643868,92370.21720923291,0.0,5010479.083874628,681120.6809415407,337926844.856478,0.1081551084430324,76.8667522525153,4,7,19,2688,1,78.243842802398
202404,P015,1,6,1,1.0,5.894847933771668,6019679.411853047,0.0,5119891.833181409,3297707.6014222694,1366976.0111657372,568183.3884831369,263914.6964229623,265108.4530653577,94592.833632952,0.0,5856482.984192416,6700800.092794588,339304669.8404465,0.1045188001943233,71.8115014127958,1,5,17,2745,0,77.2859051267651
202405,P015,1,6,1,1.0,6.335945015723746,1671350.5519916234,6235089.255971163,2565253.8628516705,3786665.64306718,1744382.0229710534,740669.7652606607,306371.50348141487,318974.478671645,96922.0054036684,0.0,6993985.418855622,2137061.388815049,345050185.1731647,0.0893554339899506,65.2940282529512,8,11,11,1915,0,50.58927586898475
202406,P015,1,6,1,1.0,8.810815901312656,9377474.914210426,1604160.823584776,0.0,3939428.5434340336,2086797.788531789,898411.9840202847,397130.78870987264,360311.6936204647,100177.05914288556,0.0,7782257.85745933,9910375.4794407,345787484.98878235,0.087409577707406,75.12763894496203,2,11,14,2273,0,57.241539992530456
202407,P015,1,6,1,1.0,11.893858389517558,11681883.592770444,9101340.733571753,6174484.049743262,4159584.097654169,2304590.725491377,979995.6253689886,511242.25065529207,364242.1468180198,96573.65426199956,0.0,8416228.500249844,12490918.338639392,345332213.9807776,0.0886111132732929,71.15695258879559,8,6,10,1487,0,41.82172791338569
202408,P015,1,6,1,1.0,16.191680928749008,16284778.039150435,10392882.581004512,1590532.4488457902,4759348.191626632,2596503.407966084,1235752.1505151882,576349.2348812844,421975.3599121324,95012.07220907672,0.0,9684940.417110397,18382813.79678532,342473642.13626534,0.0961553576429866,52.70221243401326,6,12,15,2605,1,34.24269819000436
202409,P015,1,6,1,1.0,16.19474594871072,11613.594862614653,16021038.679855268,9063673.274986204,4739196.870941168,3260097.858559972,1372311.1830863408,689446.5276762992,460085.3937206175,97468.6277875408,0.0,10618606.46177194,2373388.7117926627,353083229.77874243,0.0681548993056568,65.3355576298049,14,7,8,1248,0,77.60278862688054
202410,P015,1,6,1,1.0,19.835220318325035,13794035.590168083,10675.857137574916,10066450.75949012,5124093.50853085,3445332.441568596,1494413.2626344257,797312.2905082348,516705.19858499296,89208.58665368416,0.0,11467065.288480785,16156748.444823176,353764413.5695896,0.0663571425031853,63.58747647290399,3,8,18,2574,0,50.355736183897015
202411,P015,1,6,1,1.0,25.774176383610182,22503158.384182528,13542768.599838331,15702468.02470368,5264384.650593745,4053058.270213758,1642422.0797775164,882102.7299574171,562490.5049516737,98612.8777118394,0.0,12503071.11320595,25117138.22916737,348355249.2517611,0.0806328226921815,41.03649200056627,18,9,23,3667,0,59.13124871319187
202412,P015,1,6,1,1.0,29.529739471464666,14230115.538617184,21600332.112322383,8512.330035132043,5575661.321251656,4417808.846110461,1950014.275887536,1037127.085803523,594558.7089652683,99044.8949144726,0.0,13674215.132932916,17746921.65546216,350499931.10979885,0.0749726521901362,56.591279754180746,42,7,28,4531,0,64.66207913062408
202501,P015,1,6,1,1.0,32.68161586253808,11942700.511000564,13447901.815369057,13316402.873969443,5397348.52284222,4981285.073743225,2050556.995008605,1091682.2881202924,641973.2764930842,95836.88411025736,0.0,14258683.040317684,16241720.351093665,354961278.8380921,0.0631984169037165,55.461034324699945,9,11,19,2726,0,74.51535733930447
202502,P015,1,6,1,1.0,36.91648544635044,16046244.480226012,10979247.123320716,19744685.68425028,4622628.897662303,5326242.483338109,2350478.4050473776,1160096.0176778424,668328.6570427121,92621.77930076788,0.0,14220396.24006911,21308717.70799896,355843929.7743748,0.0608689549490558,65.02634201279812,13,13,8,1321,0,31.76663256385683
202503,P015,1,6,1,1.0,40.7155758068364,14395043.700955864,15265137.671509815,11986194.791508606,5273950.078662014,4963460.806625868,2501171.676630324,1275984.8412270723,659696.4593489222,97124.21622758124,0.0,14771388.07872178,20438623.73744501,358480271.1257778,0.0539112136436921,78.15253292346134,22,17,17,2972,1,48.00098105444397
202504,P015,1,6,1,1.0,46.186588777543655,20730086.238789376,13055837.818665143,10787467.50115529,4522643.761105097,5710409.360723937,2685941.222385232,1310742.9957763513,661760.9789370485,91803.7782760482,0.0,14983302.097203713,28112872.15756926,355705940.019357,0.0612331327584632,62.41810997962343,27,5,13,1822,0,40.80555020368848
202505,P015,1,6,1,1.0,54.47210153816061,31394441.02578603,20059587.63069789,14820723.622320175,4528309.938440269,5905637.729142459,2967781.040058692,1262991.0840006045,725998.8771565834,100106.56270726658,0.0,15490825.231505873,39447725.5526574,343669858.77125674,0.0929983438947428,63.26652708117805,31,11,18,2838,1,52.90862926759627
202506,P015,1,6,1,1.0,57.38810979922904,11048978.141456729,29474772.145415567,12532775.582740333,4176953.0752008017,5719868.601964562,3064645.266618385,1313426.4044230338,691111.7796161528,95857.22282281086,0.0,15061862.350645749,21021931.548698545,348862179.120932,0.0792949508389118,53.90894304848689,45,9,26,3853,0,49.74693810071267
202507,P015,1,6,1,1.0,61.919020345702144,17167966.31108804,9595603.845165864,19333952.667423006,3647657.096114349,5655711.404450296,3253469.307896355,1257763.1501401544,694438.0781198572,94960.94348668832,0.0,14603999.980207702,28594294.01462072,347943126.65627295,0.0817204824536822,67.2991674869526,12,7,35,5380,0,50.47320716249589
202508,P015,1,6,1,1.0,66.3629967145307,16838566.06851523,16598798.082904791,26097147.716613937,3301057.5334952194,6195055.612394327,3509528.0957054016,1291599.7448975018,746354.8510123813,99253.00789400964,0.0,15142848.84539884,28834062.000231177,347638889.2791563,0.0825234152621644,64.30863617199736,16,10,22,3624,0,46.818650871120205
202509,P015,1,6,1,1.0,70.48250228316907,15609121.41065658,17017806.10939541,9816300.54278413,2817968.462314694,5720996.413916385,3411759.244509144,1139476.8582481788,735642.0631330764,92866.43600235834,0.0,13918709.478123836,27425377.301492333,347042114.75644946,0.0840984020310123,74.96967912984275,25,8,27,4447,0,94.2497835042702
202510,P015,1,6,1,1.0,76.76326036887522,23798272.35994118,14688336.09049737,14880725.61580038,2374007.4648323776,5685488.376524318,3335616.3120767497,1052429.264349188,712178.3152773873,95924.06703276077,0.0,13255643.80009278,36535313.57093614,337803508.638729,0.1084806131415127,69.64732318437753,14,7,19,3034,0,60.51515300430549
202511,P015,1,6,1,1.0,78.29131369680326,5789910.832787213,24008573.911048405,15008126.638795502,2118485.6644350453,5418295.976475176,3568904.917248175,972805.9905089564,663429.136769825,99578.28627311556,0.0,12841499.971710294,18316650.492674947,345105976.47337383,0.089208191511757,53.497097474579256,28,2,20,3383,0,56.00370995599947
202512,P015,1,6,1,1.0,85.32588034343371,26654510.60305368,5701837.998879051,13911517.112825887,1641734.301295334,5167602.634592442,3389183.1670633685,874675.9934656649,685860.0183994396,95274.58562992608,0.0,11854330.700446175,39269323.09684956,330690907.3439956,0.1272519455376814,72.7056138414857,11,7,29,4673,0,33.86397497034466
202601,P015,1,6,1,1.0,85.32588034343371,0.0,25978456.81282446,22726022.51481014,1360701.512009148,4482748.827274771,3538521.87075661,758864.3858461721,633731.1740258351,97713.0256084158,0.0,10872280.795520952,13290866.284025071,341563188.13951653,0.0985581964773589,59.552708213556095,40,3,45,6330,0,48.385328676176215
202602,P015,1,6,1,1.0,91.1147002120394,21934280.861611698,0.0,5351896.638182799,1094057.5340643418,4416144.741676859,3186530.9211926856,579073.8489728932,585244.7367181785,94900.02681132706,0.0,9955951.809436284,35225147.1456368,329731964.9778054,0.1297827532068605,74.82046146378202,4,5,33,5191,0,61.03477562342656
202603,P015,1,6,1,1.0,91.1147002120394,0.0,18950082.80374128,26349536.57777684,895464.1440927852,4191846.313521928,3217491.4661880727,508534.8788549226,556319.377195155,100399.6413984916,0.0,9470055.821251355,16275064.34189552,339202020.7990567,0.1047897080093729,59.60611270916333,31,2,45,6434,0,38.331340247722856
202604,P015,1,6,1,1.0,91.1147002120394,0.0,0.0,0.0,650152.9009136123,3729461.022824877,3104488.4045031266,438927.8715269145,522260.34639384254,98918.40238792056,0.0,8544208.948550293,16275064.34189552,347746229.747607,0.0822401259943772,58.43146852274697,2,5,36,5264,1,55.93787147902543
202605,P015,1,6,1,1.0,91.1147002120394,0.0,0.0,20148559.860531643,524815.7373493644,3425541.1123646675,2813543.5596309006,344130.25125780865,500520.039135705,98550.67497378566,0.0,7707101.374712232,16275064.34189552,355453331.1223192,0.0618998094602821,66.84518907651938,0,2,19,3325,1,56.89764776343215
202606,P015,1,6,1,1.0,96.54944855125798,20592676.778749097,0.0,0.0,377920.0029677778,2806660.249301374,2767326.603997948,271077.71887578454,482248.5999194693,98482.32236790447,0.0,6803715.497430258,36867741.12064463,341802478.04129624,0.0979266708091509,58.68956063418031,1,2,50,7682,2,70.53752843309505
202607,P015,1,6,1,1.0,96.54944855125798,0.0,20601241.238449987,0.0,285160.84470433946,2475637.528990922,2506497.162073424,220587.54905942944,434152.6366593329,94642.07089549646,0.0,6016677.792382943,16266499.882194638,347819155.8336792,0.0820476619794145,59.21425929880292,24,6,23,3592,0,71.9923537054996
202608,P015,1,6,1,1.0,96.54944855125798,0.0,0.0,0.0,205007.2392888789,2150825.4634159324,2237381.9340545973,159313.73682780724,378257.1604259749,97030.78162958882,0.0,5227816.31564278,16266499.882194638,353046972.1493219,0.0682505891925979,69.60617060766045,3,1,24,3822,0,42.24889641047902
202609,P015,1,6,1,1.0,96.54944855125798,0.0,0.0,17887428.224243756,143732.3768559528,1760657.1753590312,2008822.5308020727,123506.23198572244,333166.3434718225,94549.6024627032,0.0,4464434.260937306,16266499.882194638,357511406.41025925,0.0564682080355167,73.4837668824961,2,2,44,7348,0,42.39923419883965
202610,P015,1,6,1,1.0,100.0,13074403.129143847,8248849.732557995,0.0,108132.00358081568,1494873.5099711933,1932320.800933271,90665.49094887436,300644.3577203841,97411.17703143891,0.0,4024047.340185977,21092053.27878046,348548736.2731236,0.0801221784086294,57.13113819718081,7,4,35,6017,1,56.96595314757303
202404,P016,1,6,6,1.0,1.20043482375644,814369.0236546835,0.0,0.0,961958.6147525716,14376.790799396902,76506.66921654367,140138.00678561957,225844.7931040694,129578.82825125247,0.0,1548403.7029094533,814369.0236546835,57556957.04279444,0.1515716637458749,27.96842945595206,1,1,28,3936,0,18.828059017212706
202405,P016,1,6,6,1.0,3.5346901959740147,1583547.2537234684,0.0,0.0,1494792.737727792,25933.78364136713,143026.2713013237,279227.1605200092,316488.56120330136,125536.62592306422,0.0,2385005.140316857,2397916.277378152,58554186.037162766,0.1368718363049068,36.2856248623237,2,3,23,3433,0,59.60895155509763
202406,P016,1,6,6,1.0,4.219653442139171,464675.6650005657,741543.056507726,0.0,2095064.1648976728,43409.188337846856,255517.57443039227,676478.2341165441,497173.8475291152,122366.76025161608,0.0,3690009.769563187,2121048.885870992,61837559.62147907,0.0884726969033743,36.11143477946949,3,9,14,2190,0,11.882904711486567
202407,P016,1,6,6,1.0,9.192126677439816,3373301.151918626,1435259.415588266,718373.0020581342,2692605.1805486325,65662.1031662243,445242.6792256127,1255604.7204543385,692360.0571504376,128463.4329470262,0.0,5279938.173492272,4059090.622201352,64173591.92544944,0.0540380064172206,28.77142825684395,5,8,24,3963,0,58.095247802940136
202408,P016,1,6,6,1.0,20.918211449163167,7954917.683042738,422334.9776675223,1373439.82352661,3265892.465094453,111964.65751269816,590660.5017721329,2113316.702074684,812376.0075211003,129432.33846883324,0.0,7023642.672443902,11591673.327576566,64311012.42326243,0.0520123356674622,43.50534874925219,0,11,10,1499,0,69.20676143786605
202409,P016,1,6,6,1.0,39.09320615590495,12329826.160775725,2995676.673273168,401234.81048600574,2873902.4919470176,127640.416491198,758902.4198580801,2742929.533930046,1036326.1021721289,125499.21979639932,0.0,7665200.184194869,20925822.815079123,61458513.95339878,0.0940600855016733,38.54451061148424,7,9,11,1888,0,59.4138328286779
202410,P016,1,6,6,1.0,62.90620547290513,16154620.49275713,6937359.921537006,2932034.59187041,2476350.8691115724,158720.1997274119,991185.4671906664,2776563.1714378623,1123938.1366140386,123192.22041759698,0.0,7649950.064499149,30143083.386299245,55614547.10326691,0.1802040953056516,33.8371695990401,16,6,26,4039,1,40.012394271571495
202411,P016,1,6,6,1.0,81.06753459117765,12320555.493414909,11913157.499367775,6455292.14102941,1807734.8012995785,144361.64563635152,1098729.1360620449,2283873.3254067064,1030030.7057363276,125856.37646913904,0.0,6490585.990610149,30550481.38034638,52037979.92648457,0.2329251058525154,29.46659918432306,10,7,14,2432,0,42.13606719893161
202412,P016,1,6,6,1.0,92.64958617142312,7857206.28114367,14365372.06171028,12223046.65189018,1148837.8549900246,128757.08362093275,1136346.433325994,1796659.2261889677,1069905.9324962466,130267.13058361127,0.0,5410773.661205777,24042315.59977977,51144457.36299629,0.2460962306112867,39.3516436662799,21,4,21,2944,0,52.65332037925855
202501,P016,1,6,6,1.0,94.1410312374988,1011788.9270272196,11722756.424268449,14000112.28817323,558243.7136886765,104879.37106548356,1027173.605045751,1259626.2463735573,750685.6485581797,133805.80676781753,0.0,3834414.391499465,13331348.10253854,54167054.31142405,0.2015411145683268,37.84380250962883,17,4,22,3840,0,13.478946872081076
202502,P016,1,6,6,1.0,98.34309616137028,2850659.9789220374,6809075.934033606,12447055.76166773,269372.86166632536,75134.8480756318,845629.3010331352,697508.9870609991,658981.8251334571,128882.6759667981,0.0,2675510.4989363467,9372932.147426978,54555313.55336671,0.1958179116819794,15.0,6,1,31,5199,1,24.48701573708992
202503,P016,1,6,6,1.0,100.0,1124035.3367392416,3752940.584553648,6415373.845192497,113900.10468682848,49297.71342182472,652185.1569251528,315896.5723422409,519759.2280750081,123440.70042395047,0.0,1774479.4758750056,6744026.899612568,55427913.72554644,0.1829551970713536,26.81160762069945,5,2,36,6167,0,22.64087400481021
202306,P017,1,1,5,5.017853384993055,1.6935742531917346,5874888.951653931,5848612.349743261,0.0,1813684.0376953336,208278.94804484805,1440285.2829177196,144399.71044445678,144463.07032241908,1136019.093743537,1095.777225572558,4888225.920393887,26276.601910670288,301723555.028262,0.130211228531414,80.50857781944397,16,8,19,3000,0,0.0
202307,P017,1,1,5,5.082760753362572,5.491387928721886,13174346.244791614,11543322.836555216,0.0,2533872.641154832,342584.9738082518,2123075.9977354654,295040.0276240249,206710.42734637737,1167463.173498653,21479.59692786619,6690226.838095471,1657300.0101470724,296398489.9683408,0.1455619749987401,98.9771106048609,11,5,17,2930,0,17.150201755377168
202308,P017,1,1,5,5.10987468869922,7.347745224079253,6439571.778009592,6257545.594044319,0.0,4276140.995739173,563487.6495615204,3211398.0643992755,639328.5533644902,304318.99768025347,1139380.1125666078,47908.60213683534,10181962.975448156,1839326.1941123456,300723442.9482509,0.1330942856971772,100.06102754659209,13,6,19,2925,0,51.43751051090973
202309,P017,1,1,5,5.102985045640871,10.673407611573836,11536486.918363076,11549214.194880243,4875272.266504751,5002314.458163839,895249.2937250601,5354746.231171583,1179916.7351475442,390110.2311350472,1181035.9338241164,61568.63322254599,14064941.516389737,1826598.9175951704,304321860.1738532,0.1227210057668288,79.25741605908088,13,14,8,1244,0,41.073941309138974
202310,P017,1,1,5,5.173613325223764,14.739439343305236,14104775.6558677,12884565.844049092,11563732.313102854,5913925.79531043,1281865.2104763165,8076615.163077447,1664286.5631904672,536333.2447785469,1139671.6140014883,148258.9045353703,18760956.49537007,3046808.7294137776,310332074.8218447,0.105395155239682,93.93707620769078,20,14,23,3498,0,41.233803095908
202311,P017,1,1,5,5.155946277091907,24.38639238297205,33464595.79380873,31995835.680949144,5961013.319225915,6593332.8529018415,1764612.685805105,10015527.994921662,2489148.068089545,622268.4286825107,1153593.9428406886,156676.4523931801,22795160.425634533,4515568.8422733545,303077094.22452825,0.1263093349767504,97.71235471799751,56,12,25,4294,0,11.8510670654487
202312,P017,1,1,5,5.096458514493775,37.3785285937163,45068798.92572568,46460420.88621365,10668391.335281933,6593979.910356223,2145078.06432948,14375364.996062014,3109679.424084916,699118.6689809762,1119084.4845526477,115639.321393366,28157944.869759623,3123946.881785378,291213624.34927243,0.1605085637614795,98.98123332586935,45,10,10,1679,0,26.510999083019232
202401,P017,1,1,5,5.052703812916176,49.46151990552056,41915039.76094796,42304781.22432821,11988956.222704483,5273909.221606468,2194663.176427022,14464023.901964989,3418175.434832268,765423.7418545043,1152447.009275109,51958.99110042555,27320601.477060784,2734205.418405116,281775814.19714266,0.1877152606228027,92.51679415317176,34,13,22,3779,0,4.799754849093212
202402,P017,1,1,5,5.072983339391489,64.64594536482025,52673694.820248894,51868700.76585863,29891887.245993663,4591609.505931041,2131826.192172343,18615326.82134542,3277907.0951229613,875688.031830215,1125749.7119350056,92092.338456071,30710199.696793057,3539199.472795397,266924488.19363707,0.2305276840613991,96.92213945280896,47,7,26,4345,1,40.85553982396408
202403,P017,1,1,5,5.1241974302409945,78.48453485049308,48005085.2938004,47904282.051913925,46915100.32070116,3198988.7669310924,2484023.2849296285,20118740.34182776,2812851.16692148,754467.5354705593,1161053.7699166688,171196.9550923345,30701321.82108952,3640002.714681864,256715543.1538129,0.2599573577351937,91.9746780627094,87,7,15,2179,0,20.65398348822124
202404,P017,1,1,5,5.175197014929182,84.88804300113271,22213315.54558045,22755183.119722813,39910264.29135063,2130905.6492763245,2194049.097226189,18937375.53255172,2113810.078445304,734460.809975471,1157649.8110317828,225460.17950762075,27493711.1580144,3098135.140539468,265589497.0326585,0.234376108562828,90.30802873664852,33,5,23,3609,1,34.078610457730974
202405,P017,1,1,5,5.211371274831431,92.67111234053915,26998915.45107165,26374884.99277635,51974145.73023044,1464793.042620917,1718879.6531291783,18298889.78166985,1779363.111594065,722050.8683747674,1160415.7385623057,258593.9632794666,25402986.15923056,3722165.598834753,268421804.32028303,0.2262113198512083,92.44941718829028,34,3,34,5549,0,31.600991378890985
202406,P017,1,1,5,5.259039086358034,95.337747274462,9250367.429637596,8298195.174045996,47677997.32494225,745459.9307643663,1277196.616653214,16716283.10117793,1112084.537237145,525608.0880333083,1134647.0453527076,283304.7100413589,21794584.029260032,4674337.854426384,282483223.1756647,0.1856759886597738,95.18359696162469,16,6,27,3859,0,35.1933105600049
202407,P017,1,1,5,5.188776527648128,95.337747274462,0.0,0.0,23540220.07198759,417799.45029758377,981195.0755514904,14932899.337218272,629270.5977555022,429419.5725638931,1089772.1431383314,178005.5209901839,18658361.697515257,4674337.854426384,301141584.87318,0.1318888937245501,64.95262357205252,1,3,32,5486,0,7.152461927984273
202408,P017,1,1,5,5.247138887191439,100.0,16173023.99080619,19058136.040895,24278660.99089956,204423.4210623037,732381.1829228597,10850146.502998106,307945.685118199,385169.5434238931,1138682.5021807523,170687.09496598612,13789435.932672102,1789225.8043375611,301410621.01272714,0.1311133340793131,93.61186803530516,22,4,46,6877,0,6.9408782834197424
202412,P018,1,8,3,1.0,1.1411790998964595,2687190.560071649,0.0,0.0,664831.748584028,351894.40137382824,195635.93243158192,73247.88992562705,79068.94033369981,97931.36203239068,0.0,1462610.2746811556,2687190.560071649,202026510.1119564,0.1420465880222573,62.86536547973681,2,3,18,2796,0,46.3626886549353
202501,P018,1,8,3,1.0,2.5558834076837345,3331273.821544387,2727029.9503644737,0.0,759101.6770307103,497497.0571684909,241916.90356499088,123440.57949852943,103047.22135614674,100158.29121000798,0.0,1825161.7298288764,3291434.4312515627,201076034.7441443,0.1460830067296994,88.80020003246545,3,4,9,1349,0,22.99069189822783
202502,P018,1,8,3,1.0,2.5558834076837345,0.0,3237353.578672178,0.0,1049427.9162942169,722291.221257637,317490.4522029699,184253.70087368763,110726.47151440728,94382.99779311738,0.0,2478572.759936036,54080.85257938411,203554607.5040804,0.1355571606165146,74.41560625798175,6,3,8,1173,0,50.31377599304909
202503,P018,1,8,3,1.0,3.0304115968388543,1117394.8686067136,0.0,2643161.466177124,1163192.4866368813,957683.6779717854,369017.77169973287,231461.82629275144,147999.5626579659,93083.01344511748,0.0,2962438.3387042345,1171475.7211860977,205585411.2467184,0.1269328716601398,83.05584689435973,2,7,9,1419,1,49.094606272642416
