po_id,project_id,vendor_key,po_issue_month_key,expected_payment_month_key,status,committed_amount,invoiced_amount,paid_amount,retainage_pct
PO100270,P030,10,202310,202402,Partially Invoiced,12275111.005558213,5990348.983871705,4319875.435227025,0.0
PO100271,P012,5,202308,202310,Partially Invoiced,18889948.857031673,10079186.145330181,7971331.025649212,0.0
PO100272,P012,8,202307,202308,Partially Invoiced,15502131.151385922,11987805.03491262,9680545.655105738,0.0
PO100273,P012,2,202408,202412,Partially Invoiced,4234578.690328999,3543816.854040398,2989463.329633553,0.042852399111231114
PO100274,P012,10,202307,202311,Partially Invoiced,6894418.273006869,4529034.265138707,3209500.6531594703,0.0
PO100275,P012,5,202405,202406,Closed,48557240.99047062,48107206.680828236,41881902.60241494,0.0
PO100276,P012,14,202411,202412,Partially Invoiced,1853696.451196754,972055.9367680068,770718.2996189821,0.07836351652756302
PO100277,P014,2,202308,202308,Partially Invoiced,10626001.212833976,8578910.896663202,7358303.943491823,0.0
PO100278,P014,10,202305,202309,Open,52222522.44455503,11246606.71087997,4113631.6078918977,0.0
PO100279,P014,2,202311,202401,Open,5361576.167531199,1194425.3663032015,92908.6572493935,0.0
PO100280,P014,6,202401,202403,Closed,20551009.207189716,19250276.322245296,17455513.52404557,0.0
PO100281,P014,1,202308,202310,Partially Invoiced,29736930.487741377,24143937.61153541,19779360.98187433,0.0
PO100282,P014,14,202310,202311,Open,59097613.995618664,9869438.961387282,3670817.4070645105,0.0
PO100283,P014,2,202305,202309,Closed,23922611.3041286,24373870.41130031,20716031.628739532,0.04028291923635632
PO100284,P014,7,202401,202405,Open,50015921.115595266,1766656.8388942357,254932.1772876291,0.0
PO100285,P014,2,202307,202311,Partially Invoiced,39358004.82193489,17631882.011876807,12806394.372125905,0.03354272133929747
PO100286,P040,9,202405,202408,Partially Invoiced,7886448.8690470485,2725228.025237227,2205372.8457333245,0.0
PO100287,P040,3,202306,202310,Closed,4463019.560873912,4480499.926303137,4317098.383296391,0.06360894781027887
PO100288,P040,8,202311,202311,Partially Invoiced,6762241.310279052,2306545.8497238923,2250479.5439702636,0.0
PO100289,P040,12,202305,202309,Partially Invoiced,5391456.021915218,2624546.569882996,2155194.048862067,0.0
PO100290,P040,14,202402,202405,Partially Invoiced,1884792.183476569,1502738.2149003216,1432026.2012990972,0.030439844910420195
PO100291,P040,11,202404,202404,Open,3430273.3686379506,471299.5416951827,144505.8165512622,0.0
PO100292,P040,4,202405,202409,Closed,61431306.39555414,55515887.101639785,39278343.659940764,0.06918775896585844
PO100293,P040,6,202404,202404,Partially Invoiced,7445909.327826428,2613029.9181376304,2215943.5298686884,0.0
PO100294,P040,1,202310,202402,Closed,1253293.2868133234,1230124.1962234974,1063920.5258294882,0.0
PO100295,P040,12,202407,202407,Open,8987149.066384295,2222479.216716168,288946.45739784004,0.0
PO100296,P054,8,202411,202503,Open,4146426.9720206154,216013.15755023205,81955.32503252565,0.0
PO100297,P054,5,202409,202409,Partially Invoiced,1825985.96074916,1091123.6079884067,943398.0164705963,0.0
PO100298,P054,1,202309,202401,Open,1030921.7506083454,38214.28876274416,9787.875787822337,0.0
PO100299,P054,10,202404,202408,Open,4488956.581757418,504582.0459631678,109670.7551060589,0.0
PO100300,P054,12,202312,202403,Partially Invoiced,1814124.549140479,587059.2051676564,430402.8493292587,0.0
PO100301,P054,4,202401,202403,Open,3023033.5934175635,241852.7429273418,40753.653359276796,0.07068615793881533
PO100302,P054,12,202408,202412,Partially Invoiced,6536923.346297713,5301959.3889821535,3900143.7800264643,0.0
PO100303,P054,4,202311,202311,Partially Invoiced,5256839.663328524,1684841.0333821021,1516437.047575282,0.0
PO100304,P054,2,202403,202404,Partially Invoiced,4227015.490964754,3298105.8761150176,2324458.35668963,0.0
PO100305,P054,5,202310,202401,Open,1336633.5799356073,132415.791105838,41584.79044723138,0.0
PO100306,P054,3,202404,202405,Partially Invoiced,2199216.1807262395,1497601.739856472,1157453.9404109952,0.0
PO100307,P054,3,202503,202507,Open,2644736.469875717,446790.1396769543,5522.394462822848,0.0
PO100308,P054,10,202308,202310,Partially Invoiced,3460809.8473871974,1151631.9224824433,1065151.363678264,0.0
PO100309,P054,10,202409,202501,Closed,2704241.5680163754,2693917.059150967,2223642.384067618,0.0
PO100310,P054,9,202402,202405,Partially Invoiced,978583.2064632811,565827.3361540635,455377.5105397087,0.0
PO100311,P054,9,202410,202411,Open,1294744.4307246332,1922.698780842882,882.212559510011,0.0
PO100312,P054,1,202405,202405,Closed,1347340.3386155441,1345802.4776686812,1336605.1119348165,0.0
PO100313,P017,11,202311,202401,Open,23036683.924895246,3848150.118223559,885518.4065430406,0.0
PO100314,P017,13,202404,202405,Partially Invoiced,23472494.41256802,9128600.818834474,8570865.205119776,0.05850646362247792
PO100315,P017,14,202405,202408,Closed,86805933.78356136,79055665.12370087,66134025.92520894,0.05263973261714197
PO100316,P017,5,202406,202406,Partially Invoiced,11604918.411445754,7956900.15827764,7235195.379857927,0.0
PO100317,P017,13,202306,202309,Open,11339290.906102464,319789.2511720241,152146.23573052482,0.0
PO100318,P017,12,202307,202308,Closed,2687058.0975704854,2587090.5357083427,2469240.688087616,0.0
PO100319,P017,11,202307,202310,Partially Invoiced,22193378.623889312,14170597.090374261,13785265.69221585,0.0
PO100320,P017,11,202402,202406,Closed,7688055.063885187,7194352.443260296,6565852.56457951,0.0
PO100321,P017,6,202307,202307,Open,12263603.971801717,2837403.497430495,785764.4873899586,0.0
PO100322,P017,4,202308,202310,Partially Invoiced,15591399.328314159,5878513.133145415,5692257.920980181,0.0
PO100323,P017,2,202406,202406,Closed,6301339.288311041,6204771.142852262,5505503.483089434,0.0
PO100324,P017,9,202306,202307,Closed,29991406.51604627,29824101.3954608,22035174.271442786,0.0
PO100325,P017,10,202308,202311,Closed,4318049.170086458,4332998.220610425,3250098.0503318175,0.0
PO100326,P017,13,202402,202406,Partially Invoiced,6499280.348676666,5489447.594008633,4192749.4216198395,0.0
PO100327,P017,11,202406,202409,Open,7296893.560091442,864908.6433256845,375353.2090118595,0.0
PO100328,P017,10,202309,202401,Open,6042895.369369148,506256.2313090052,204530.08889234625,0.0
PO100329,P048,3,202306,202310,Closed,12782767.051035404,12354678.477807503,10793917.410738802,0.0
PO100330,P048,9,202401,202405,Partially Invoiced,2430718.96067866,1709622.2335942423,1503795.6596319268,0.0
PO100331,P048,5,202307,202310,Closed,13505408.894105531,12683305.65141483,9573690.03594527,0.0
PO100332,P048,12,202308,202308,Closed,19069503.77349328,17818772.731185216,13485121.0597243,0.0
PO100333,P048,13,202403,202405,Open,3928216.8360346076,906693.2864747756,328894.9926447206,0.0
PO100334,P048,14,202310,202401,Partially Invoiced,5374286.199197578,3123435.3022967423,2962407.580979689,0.07455023986027058
PO100335,P048,8,202403,202407,Open,2008390.056824967,47618.77972229165,17540.00884162909,0.0
PO100336,P048,12,202307,202310,Open,27777953.211365886,6700412.0365598,2358314.096301909,0.0
PO100337,P048,10,202310,202310,Partially Invoiced,1229305.5942471945,776853.4260334477,672421.6875459086,0.0
PO100338,P048,8,202403,202406,Open,3723260.4743596828,40748.73608128723,9225.930665207974,0.0
PO100339,P029,13,202407,202409,Closed,46753746.55038903,42603461.88037294,34429141.34000056,0.0
PO100340,P029,5,202405,202405,Partially Invoiced,1697537.0081819796,723819.5944384728,613296.6799324144,0.0
PO100341,P029,2,202401,202401,Partially Invoiced,3960595.202364315,3223661.9523238163,3157399.530144154,0.0648929901688545
PO100342,P029,1,202311,202402,Closed,14018131.52153039,12823183.8169825,12081293.16417514,0.0
PO100343,P029,13,202307,202309,Open,9972776.923193775,733915.8789868068,169467.98749747282,0.0
PO100344,P029,10,202407,202411,Partially Invoiced,2030150.483058485,620510.1083277344,559496.1297365942,0.0
PO100345,P029,1,202312,202404,Partially Invoiced,8388529.681457403,2725982.6130976416,1934662.8621239047,0.0
PO100346,P029,9,202308,202311,Partially Invoiced,46459347.566879205,27032846.378140796,26247338.803880595,0.0
PO100347,P029,4,202407,202408,Open,3430154.3252184647,43598.87307419022,4035.719216371953,0.0
PO100348,P029,11,202402,202405,Partially Invoiced,1855938.6179564002,466150.60252310307,343083.838816068,0.053276096261528
PO100349,P029,8,202307,202311,Closed,4199217.416852594,3940533.661183184,3435125.923855417,0.0
PO100350,P029,5,202307,202310,Partially Invoiced,8397159.260662738,3236940.207908729,2762435.010989459,0.0
PO100351,P029,13,202310,202310,Closed,5214231.462590332,4776304.276963614,4097400.4027968845,0.0
PO100352,P029,5,202308,202311,Open,18934688.958561994,2300019.0623075496,662726.5547031531,0.0
PO100353,P029,5,202405,202408,Open,21554700.65547962,2359089.057789047,783650.4060200987,0.0
PO100354,P010,3,202311,202401,Partially Invoiced,5757868.502475623,3420052.710942656,3364331.065174889,0.07155558177808102
PO100355,P010,3,202308,202311,Closed,749964.5287491445,688699.0263907876,671874.4373935323,0.06591738424599278
PO100356,P010,12,202310,202401,Partially Invoiced,807283.9534281772,591033.2380810933,584428.5760763393,0.0
PO100357,P010,12,202312,202402,Open,4931262.091541373,81158.22239871703,36196.68781801012,0.0
PO100358,P010,13,202308,202311,Closed,609273.2041748019,560402.2386026381,411474.18478787236,0.05658339853965448
PO100359,P010,7,202310,202312,Closed,1384407.1608247187,1336571.4489675285,1217069.350538701,0.0
PO100360,P010,4,202312,202404,Partially Invoiced,3018643.0746608656,1775457.9280461257,1321297.856416418,0.0
PO100361,P010,5,202310,202311,Partially Invoiced,4443164.875626463,1769351.4536798573,1496821.7912958125,0.0
PO100362,P010,6,202311,202311,Open,690025.1812453613,120803.0675809139,28841.307332164975,0.0
PO100363,P010,1,202308,202312,Closed,849478.6727180083,817590.8946318043,578384.8318092652,0.0
PO100364,P010,7,202309,202310,Open,1871377.2959431598,321487.42040632013,49598.56439019514,0.0
PO100365,P010,14,202310,202401,Partially Invoiced,2087811.6241731092,599786.655349568,491785.5624224448,0.0581940961534494
PO100366,P010,4,202312,202402,Partially Invoiced,1266693.434173713,826793.2939139932,683798.9196212579,0.04160647821629135
PO100367,P010,11,202401,202402,Partially Invoiced,967459.5656791269,386554.80438945786,325001.7336775248,0.0
PO100368,P010,3,202402,202405,Open,1513998.0217203065,142233.31083923235,2666.1803562958835,0.04343457138009448
PO100369,P010,13,202308,202311,Closed,2344708.560018365,2149215.595463206,2041016.3043517736,0.0486549245963815
PO100370,P010,5,202310,202401,Partially Invoiced,590523.9719723437,497933.6435412458,390993.32344752946,0.0
PO100371,P010,1,202309,202309,Open,2106415.7908871896,211243.4026657488,72616.78016955627,0.0
PO100372,P024,10,202510,202512,Open,5452679.160184515,1130769.701694143,404190.4761105741,0.0
PO100373,P024,12,202409,202409,Open,9396459.023855802,153983.83329184487,70815.668655156,0.0
PO100374,P024,10,202603,202604,Partially Invoiced,11236959.306719793,4222904.317612275,4094915.735588762,0.0
PO100375,P024,14,202504,202504,Open,8820226.538800701,1306053.9253802309,54983.705094940284,0.06022014621151843
PO100376,P024,3,202311,202401,Closed,14942474.436596071,15225209.916990673,13744521.08794561,0.0
PO100377,P024,12,202510,202511,Partially Invoiced,19633771.22238492,12628232.199357862,10668747.921198737,0.0
PO100378,P024,12,202311,202311,Partially Invoiced,36389525.56462601,13863609.149980707,11799941.002853103,0.0
PO100379,P024,8,202605,202605,Closed,15504670.486476976,15754795.860601256,14512656.773030125,0.0
PO100380,P024,5,202409,202409,Closed,7000267.527136608,6921701.996812046,5722608.8447257,0.0
PO100381,P024,13,202409,202501,Closed,2532720.4000951233,2296218.223532661,2146201.708802666,0.07097304218435502
PO100382,P024,11,202605,202608,Closed,8207216.229575906,7800688.435696659,5899819.719219597,0.041199687139131524
PO100383,P024,9,202404,202408,Partially Invoiced,4785816.059223526,2564126.205951335,2359499.2062840597,0.0
PO100384,P024,7,202409,202409,Open,33761371.51139936,3827965.6660786485,170078.96718721473,0.0
PO100385,P024,12,202412,202504,Partially Invoiced,3523576.815882055,1415220.7679053913,1359483.5591587708,0.0
PO100386,P024,7,202410,202410,Partially Invoiced,3389928.0561911548,1293987.9923464297,1218297.7430339197,0.0
PO100387,P024,9,202506,202507,Partially Invoiced,5882773.187633053,2099948.2967499774,1828019.1331505429,0.0
PO100388,P024,13,202309,202309,Partially Invoiced,2012339.6321991556,1047993.8723438863,1006121.3342826149,0.0
PO100389,P007,3,202311,202401,Open,9472145.300891269,2260901.5608280865,1081189.1590675453,0.0
PO100390,P007,1,202402,202405,Closed,12943429.809411826,12482331.617054267,12209499.926593091,0.0
PO100391,P007,10,202406,202406,Closed,17425420.000683274,17690366.657155674,15766514.71670872,0.0
PO100392,P007,3,202401,202404,Closed,27504757.102959942,24951184.71796938,22115850.849053442,0.0
PO100393,P007,7,202403,202405,Partially Invoiced,5899213.073901094,1735245.7011289182,1595054.3451285607,0.0
PO100394,P007,12,202312,202404,Partially Invoiced,34764551.95910768,16947277.38554992,12875242.458223082,0.0
PO100395,P007,14,202403,202407,Partially Invoiced,7000761.4465043275,4168140.269170473,3664521.556241429,0.0
PO100396,P007,12,202311,202401,Closed,17482022.887280945,16204201.903387172,12184227.854582544,0.0
PO100397,P007,12,202404,202405,Partially Invoiced,25174199.13278593,13333073.499148713,9345846.502420846,0.0
PO100398,P007,6,202403,202405,Partially Invoiced,8876297.847144552,2233725.154869237,2041581.9237743812,0.0
PO100399,P007,12,202408,202412,Partially Invoiced,4742086.032007268,2307887.765606425,1998926.7123771252,0.0
PO100400,P066,13,202409,202412,Partially Invoiced,23106888.27821835,15841295.626080213,11570716.190626984,0.0
PO100401,P066,12,202404,202404,Partially Invoiced,15999838.799963253,12231840.09396057,9028885.868056806,0.0
PO100402,P066,9,202401,202401,Closed,57694913.51839253,53044238.4211588,41210662.059123494,0.0
PO100403,P066,12,202407,202409,Partially Invoiced,56894319.66465803,18266798.232207123,17335658.280680396,0.0
PO100404,P066,12,202412,202502,Closed,5343566.902174162,5375463.650535937,4883629.959820204,0.0
PO100405,P066,3,202309,202310,Partially Invoiced,75280384.72009546,62811179.16003196,56128982.81196874,0.0
PO100406,P038,3,202403,202406,Open,8213381.057247449,1727718.8930436792,35079.260803365774,0.0
PO100407,P038,14,202310,202401,Partially Invoiced,1882430.9273782515,510343.40022172476,474310.63377600466,0.05184415259576135
PO100408,P038,13,202403,202403,Closed,16506072.972609155,14969320.835816557,12754589.095229173,0.0
PO100409,P038,1,202401,202402,Closed,2056957.383515025,1919794.3473917102,1647096.167601668,0.0
PO100410,P038,10,202311,202403,Partially Invoiced,9470842.192806749,7230938.68645312,5813152.573144704,0.0
PO100411,P038,5,202403,202404,Partially Invoiced,786446.5326778647,433887.8934409194,393527.14324851445,0.0
PO100412,P038,11,202402,202405,Open,18279174.043942917,1792505.003805457,683052.3791357317,0.059422893784227715
PO100413,P038,10,202405,202408,Open,1450004.4406720488,193067.82425764072,43.89122764368125,0.0
PO100414,P038,6,202312,202401,Partially Invoiced,4613771.782651429,3748303.8626832077,3006302.158371482,0.0
PO100415,P055,13,202405,202405,Open,77967349.23186952,11091677.58321077,4374089.463920243,0.047414303937378444
PO100416,P055,6,202402,202406,Partially Invoiced,10506331.387286155,4138791.668699718,3099562.199481477,0.0
PO100417,P055,12,202311,202312,Closed,11753334.41987323,11872275.42623132,9208571.427585566,0.0
PO100418,P055,14,202402,202404,Open,6320781.042094677,1404336.6652899417,384422.4858993369,0.054225760864755085
PO100419,P055,13,202405,202406,Closed,43740777.96562428,42403955.700066514,40622916.49351833,0.0464408388400413
PO100420,P055,10,202403,202407,Open,7697878.169070868,184484.94512942512,64171.39084118829,0.0
PO100421,P055,10,202312,202402,Closed,9085986.249807118,9106873.231089372,8140589.201026883,0.0
PO100422,P055,8,202312,202402,Open,5395620.728128304,401186.49929445237,185485.08844995842,0.0
PO100423,P031,12,202506,202510,Closed,1946232.5260590632,1827050.1980332285,1650618.1136273597,0.0
PO100424,P031,8,202503,202504,Closed,3475602.201958675,3434495.060425605,2588440.2336034267,0.0
PO100425,P031,14,202603,202607,Open,4413846.06399186,499537.2012551574,72702.62926089331,0.03652235584175843
PO100426,P031,5,202409,202410,Partially Invoiced,4138979.2782269907,1790640.5742584306,1650063.8753280127,0.0
PO100427,P031,1,202403,202407,Closed,6269418.858755596,6270452.411222764,5824034.09543683,0.0
PO100428,P031,13,202510,202512,Partially Invoiced,487237.29167288105,408138.01076576824,403888.12538531685,0.06691375509397247
PO100429,P031,4,202604,202607,Partially Invoiced,14712079.46511107,6655315.601089222,5661629.561974319,0.05257960589472642
PO100430,P031,7,202603,202603,Closed,1671916.6842412308,1670921.2867949095,1511385.5698209628,0.0
PO100431,P031,3,202403,202406,Closed,20874585.582518186,21220690.112653285,19026494.24896125,0.0
PO100432,P031,14,202509,202601,Partially Invoiced,4036840.514985368,1343928.371349222,1045984.4355502123,0.041336820232429614
PO100433,P031,9,202406,202408,Partially Invoiced,3387645.298741275,2001828.6494592086,1978409.771227815,0.0
PO100434,P031,5,202406,202406,Partially Invoiced,1472734.1338654873,1097975.6773745148,928845.8460552823,0.0
PO100435,P031,11,202409,202410,Open,1346841.928720035,236504.95973404255,106179.05122358749,0.0
PO100436,P031,6,202507,202511,Closed,6926281.007770825,6696913.59109303,5248588.78011595,0.0
PO100437,P031,10,202504,202508,Open,6752867.128658724,1469486.8456392626,689075.0474283736,0.0
PO100438,P031,9,202607,202609,Partially Invoiced,2088512.90869495,1112991.6995706887,1027324.4938756782,0.0
PO100439,P031,4,202512,202604,Closed,2695719.7956455727,2491166.145665599,2209727.7282445263,0.0740763313407708
PO100440,P031,4,202411,202503,Closed,459988.5031938121,465156.84595483216,400526.0728598802,0.0
PO100441,P005,10,202412,202501,Open,11771566.955501461,996446.9338292317,358194.4557126167,0.0
PO100442,P005,11,202407,202407,Partially Invoiced,8705663.324100912,6529797.426024188,5976146.446266145,0.0
PO100443,P005,8,202404,202406,Partially Invoiced,10786432.961054567,4022233.8370139077,3456380.134618177,0.0
PO100444,P005,14,202407,202408,Closed,4860336.162917293,4564460.718149209,3614999.164500112,0.06353043617103744
PO100445,P005,12,202409,202409,Closed,27857545.162385628,26590910.895536724,26476077.84719487,0.0
PO100446,P005,7,202311,202402,Partially Invoiced,19641531.73357353,6354446.370793011,4889440.938251685,0.0
PO100447,P005,1,202310,202311,Open,67445597.01164745,10155389.892859727,2621171.741905821,0.0
PO100448,P005,11,202408,202410,Partially Invoiced,33387316.90019343,18793810.636490054,17106895.183079146,0.0
PO100449,P005,10,202312,202402,Open,8160298.564934533,928348.8330246226,82393.75456691631,0.0
PO100450,P005,13,202406,202406,Partially Invoiced,3371452.7659610645,1229619.391250032,926353.7984085879,0.07977596077734403
PO100451,P005,2,202311,202401,Closed,10008884.649603942,9232238.804195724,8643345.011385351,0.03546644386421317
PO100452,P005,6,202406,202407,Closed,1253909.7334898326,1170675.4899539375,877929.8274578167,0.0
PO100453,P005,3,202403,202405,Closed,12279629.804021023,12060337.565718973,10771660.354753364,0.0
PO100454,P005,8,202310,202401,Partially Invoiced,13350828.455748094,9092092.067588951,7960792.64632683,0.0
PO100455,P005,8,202408,202409,Partially Invoiced,10259325.964792917,4225701.767585427,3295014.981588814,0.0
PO100456,P022,2,202403,202407,Open,852284.8949842752,87389.30088970889,39344.84149969174,0.0
PO100457,P022,10,202404,202405,Partially Invoiced,1031437.1309834397,663957.1984667872,656946.9526051559,0.0
PO100458,P022,6,202401,202402,Partially Invoiced,857480.3803319652,610854.7430780728,465514.65138702944,0.0
PO100459,P022,7,202412,202501,Closed,3250415.056411761,3184838.560688666,2998334.455147407,0.0
PO100460,P022,7,202408,202411,Partially Invoiced,415001.7880761496,346935.2441373504,248402.78926919805,0.0
PO100461,P022,10,202412,202412,Closed,658626.1303338021,640587.3958067033,560839.3747085511,0.0
PO100462,P022,4,202407,202411,Closed,1883849.931896001,1770248.4622135127,1372519.8061156697,0.0
PO100463,P022,10,202501,202503,Partially Invoiced,977234.628078723,356759.9368840828,270337.02131740935,0.0
PO100464,P022,4,202311,202401,Open,1576906.3007985095,210025.33918142528,1013.9872349943516,0.06267168845971742
PO100465,P022,2,202408,202411,Closed,3667100.6007265537,3409581.8225824996,3390693.460502461,0.0
PO100466,P022,9,202312,202403,Open,811879.7187966929,116457.12123644893,45964.650349259144,0.0
PO100467,P022,2,202409,202411,Open,777479.8519530524,80605.85900174713,23922.1932032029,0.0
PO100468,P022,3,202408,202411,Partially Invoiced,765401.0836717498,277713.63594853494,257276.1067188677,0.0762373376616377
PO100469,P022,12,202410,202502,Open,9496168.362321783,1126012.234855361,416344.7167992254,0.0
PO100470,P022,13,202412,202502,Open,1285323.3393692065,261574.84869549578,99418.64772614045,0.04343817177547934
PO100471,P022,11,202502,202505,Partially Invoiced,5889758.097271769,2816897.2756074923,2104427.5862446604,0.0
PO100472,P022,9,202405,202406,Open,808958.6474075116,161268.9022655109,23327.687025646126,0.0
PO100473,P003,11,202410,202502,Open,14943481.604947377,2439200.7730711233,52435.90658846711,0.0
PO100474,P003,7,202311,202311,Partially Invoiced,45022308.47519208,24723341.17745807,21605213.486646935,0.0
PO100475,P003,3,202409,202410,Closed,9860215.554086654,8893202.855536118,7961346.379333268,0.0
PO100476,P003,13,202403,202403,Open,17610437.80832828,3680019.0728302454,263731.1065723176,0.0
PO100477,P003,14,202411,202412,Partially Invoiced,15579477.539685143,6094797.86997442,5732872.891997878,0.04272681004717872
PO100478,P003,9,202406,202408,Closed,18655109.414416347,18158136.54405935,13921675.218020184,0.0
PO100479,P003,5,202408,202412,Partially Invoiced,30595652.977161042,14278899.664008625,14036602.071725374,0.0
PO100480,P003,11,202312,202402,Closed,23334368.053677,23004739.215784863,19898560.065487944,0.07242864266361423
PO100481,P003,13,202402,202402,Closed,12584986.753081143,11361098.897819579,10947456.067548217,0.04240142744358489
PO100482,P003,5,202405,202408,Partially Invoiced,8474202.634571748,4084790.344933078,2933774.401830619,0.0
PO100483,P003,7,202408,202411,Closed,34656731.94485273,34051239.33996798,30472562.721901923,0.0
PO100484,P003,13,202403,202405,Partially Invoiced,10333090.40185666,2770718.012305217,2322278.350011548,0.0
PO100485,P003,7,202405,202408,Open,18721214.432639964,104900.6155391796,44806.21261896256,0.0
PO100486,P015,1,202405,202406,Partially Invoiced,25475611.805996995,15663630.658808598,12049547.52866654,0.0
PO100487,P015,2,202505,202506,Closed,84999432.72933935,83600214.67994578,75844460.12185468,0.04050601780548969
PO100488,P015,1,202407,202408,Partially Invoiced,10554454.23898042,8181494.392630985,7051648.361754855,0.0
PO100489,P015,9,202412,202501,Partially Invoiced,17293193.221635215,4673578.888415073,3541462.851575953,0.0
PO100490,P015,10,202511,202603,Partially Invoiced,4986101.98214489,1625315.6291296177,1448651.5814368455,0.0
PO100491,P015,10,202602,202605,Closed,1765260.3089394446,1622368.3153363632,1441256.8720757274,0.0
PO100492,P015,8,202503,202504,Open,28164283.255154397,198128.3125703118,23086.39718227562,0.0
PO100493,P015,1,202604,202604,Closed,21445107.813549854,20360036.0496888,16126955.566271039,0.0
PO100494,P015,11,202504,202507,Closed,933391.4528687367,856316.164952341,752030.8903849327,0.06930687260827223
PO100495,P015,11,202601,202603,Closed,10113587.61921837,9383571.872540535,6830220.190458022,0.04968280269528095
PO100496,P015,13,202603,202605,Partially Invoiced,8579256.871390657,2999433.6202502856,2758720.0059459126,0.07776358050202609
PO100497,P015,9,202507,202511,Closed,27585759.144915305,26873702.093253918,25384378.883749265,0.0
PO100498,P015,8,202402,202404,Closed,23343211.01430057,22478373.71063567,21758705.46814841,0.0
PO100499,P015,12,202311,202402,Closed,5211150.440703169,4945886.6490437295,4542996.355332367,0.0
PO100500,P015,11,202311,202312,Open,29818678.473588865,2777976.7502929852,1072270.1523465584,0.042694079481384935
PO100501,P063,13,202501,202501,Closed,5488282.524497533,5241270.911373263,5155477.62972472,0.0
PO100502,P063,8,202406,202408,Partially Invoiced,1810878.2293601248,1471556.747917456,1447303.0718221224,0.0
PO100503,P063,11,202503,202506,Partially Invoiced,4639662.297897741,3241467.709432244,2609488.9527561506,0.056659749723065866
PO100504,P063,8,202410,202501,Partially Invoiced,1415294.6510262967,516586.01311187044,438242.2236103915,0.0
PO100505,P063,14,202402,202406,Closed,2089624.9456226474,1946976.5132172117,1620375.4347232224,0.0
PO100506,P063,6,202407,202408,Open,7167076.416469862,66603.13398383265,21490.262418929455,0.0
PO100507,P063,11,202503,202504,Open,1968100.1244559628,306385.0834326743,128507.5049108337,0.06603418552826462
PO100508,P063,8,202502,202502,Closed,289153.7673488394,286651.05094601045,258097.17995898213,0.0
PO100509,P063,1,202503,202506,Open,11922001.603289763,1811491.5326837855,731913.1912702395,0.0
PO100510,P063,13,202409,202501,Partially Invoiced,13474982.195425725,6907196.537612086,5959322.912290614,0.044554342278477
PO100511,P063,8,202401,202404,Closed,10923620.03102374,11116639.54058268,7854022.446317067,0.0
PO100512,P063,6,202412,202503,Closed,20778614.29099959,18715545.933102388,14865541.344513612,0.0
PO100513,P063,8,202410,202410,Partially Invoiced,7341079.667718088,4499580.906676469,3342137.5818179683,0.0
PO100514,P064,7,202405,202408,Partially Invoiced,10348000.25067623,6226238.351940329,5387274.86858112,0.0
PO100515,P064,8,202403,202406,Closed,73375749.89794613,69048444.44382755,56108473.929184064,0.0
PO100516,P064,7,202401,202403,Open,35560702.93948364,7150095.642798486,3473947.227342584,0.0
PO100517,P064,14,202402,202405,Closed,14940552.7638217,15130174.726235865,10971930.418707265,0.0
PO100518,P064,6,202402,202402,Partially Invoiced,24650902.045197666,18045568.309389357,13538213.377667276,0.0
PO100519,P064,14,202401,202404,Open,35081710.20648563,369407.6081699018,150557.43157146184,0.03601139812729311
PO100520,P049,4,202406,202406,Open,13781287.912339132,479132.72511619923,77080.86983826871,0.07293383992462198
PO100521,P049,9,202501,202502,Closed,13751268.199460506,13783850.917104727,11535590.941450391,0.0
PO100522,P049,14,202412,202503,Closed,11540245.9955929,10524072.516984386,7703370.823641021,0.0
PO100523,P049,2,202411,202411,Partially Invoiced,13887427.856968423,9082293.299478041,8026796.843258308,0.07458059457518551
PO100524,P049,5,202501,202503,Closed,8479116.21315307,7744607.958797149,7523756.787939186,0.0
PO100525,P049,2,202409,202501,Partially Invoiced,15829033.615236502,9351481.070762204,8652415.744829906,0.07486506346730751
PO100526,P049,1,202405,202408,Open,7699953.083044247,1651037.7290144085,602923.936753519,0.0
PO100527,P049,4,202504,202507,Open,10666821.988958605,754191.8236725741,307506.2114682612,0.0
PO100528,P049,3,202501,202505,Closed,1431523.344474142,1350881.6315672651,1221728.6087166397,0.0
PO100529,P049,3,202407,202411,Partially Invoiced,2533488.733108535,1400793.5873519888,1325281.696100543,0.07830272175225603
PO100530,P049,6,202503,202507,Partially Invoiced,22737238.784291543,6317086.225857975,6146778.461891918,0.0
PO100531,P049,10,202410,202410,Open,63282210.64205502,5670560.102841521,1088057.298694164,0.0
PO100532,P049,1,202401,202405,Closed,2432696.4665682823,2465439.5055520386,1996950.8080053572,0.0
PO100533,P057,5,202505,202507,Open,9215956.901620394,811922.5931127404,116937.43584391173,0.0
PO100534,P057,14,202608,202608,Partially Invoiced,6558955.847086974,4971193.866369165,4150849.674793871,0.0
PO100535,P057,12,202507,202509,Closed,5172011.309882062,5114674.637374947,5020117.3186542075,0.0
PO100536,P057,10,202407,202411,Open,3279026.7290359326,246404.49861481364,74692.62371232768,0.0
PO100537,P057,7,202403,202407,Closed,5659910.153907621,5374289.753949181,3986058.5375826503,0.0
PO100538,P057,12,202402,202404,Open,39287413.12765508,3937645.907828967,555073.9896725252,0.0
PO100539,P057,3,202404,202405,Open,6577898.4827018725,1336617.5208143115,402443.6476687301,0.04799176112491234
PO100540,P057,7,202503,202506,Partially Invoiced,4392520.920376238,1212919.8775901042,952058.0944543661,0.0
